TID,KR,EN,TW,JP
xmasFireMtScenario12,그건 아닐세! 아무리 강한 녀석이라도\n분명 약점이 있는 법이지!!,No! even the strongest person\n has weak points.,才不是! 再強大的人\n都一定會有他的弱點!!,
xmasFireMtScenario13,눈꽃결정 5개로 얻는 자양강장제s를\n먹고 녀석을 공격하게!,Drink this energy drink (made up of 5 snow crystals)\n and fight against this monster!,喝下這枝強化劑s(由5個雪花結晶合成)\n並發動攻擊!,
xmasForestScenario1,으아! 약속이 틀리잖아! 그 욕심쟁이 녀석!!\n그 녀석도 산타의 장식을 훔치는데 도운 주제에!,That's not what you promised. Greedy bastard.\n He helped rob the Santa!,啊啊! 他也有份一起奪取聖誕老人飾品！\n背信棄義的傢伙!!,
xmasForestScenario2,그래! 장식을 모두 모았군 어서 내놔,You finally got all decorations. Hand it over!,哦! 飾品都拿到了？！快交給我！,
xmasForestScenario3,나는 괴물들에게 들은 이야기를\n산타에게 이야기해주었다.,I told Santa the story monsters told me earlier.,我把偷聽到的都告訴給聖誕老人。,
xmasForestScenario4,허허허!~그럴리가!~어째서 그런..,No way. Why?,哈哈哈!~怎麼會!~怎麼會..,
xmasForestScenario5,그말을 믿고 장식을 넘겨 주려던 순간!,As he was about to hand over the decorations,正當相信了這句話\n並要把飾品交給他的時候…,
xmasForestScenario6,그리 멍청한 놈은 아니었군. 으하하!,You weren't that dumb after all. Hahaha!,你也不是我想像中那麼傻，哈哈哈!,
xmasForestScenario7,하지만~늦었어! 바보 같은 녀석!\n난~장식을 모~두 얻었으니까!!,But it's too late.\n I already have all decorations!,不過已經太遲了! 蠢蛋!\n我已把所.有.飾.品.都拿到了!!,
xmasForestScenario8,거기서~누워서 쉬~고 있으라고 크크!,Just give up and take a rest!,在那裡~好好沉睡吧。咔咔咔!,
xmasForestScenario9,메리크리스마스!! 으하하핫!!,Merry Christmas!! Hahaha!!,聖誕節快樂!! 哈哈哈!!,
xmasForestScenario10,괴물들의 이야기가 맞았다! 바보 같아! 난 속고 있었어!!,The monsters were right! I was too naïve.!,怪物說的對! 是我傻! 我上當了!!,
xmasForestScenario11,녀석은 분명 산타를 변장한 사악한 악당이 분명해!,That villain must've dressed up like Santa!,那傢伙一定是打扮成聖誕老人的惡魔!,
xmasRainbowScenario1,티티티팃! 그 산타..진짜..아니다!\n장식의 힘! 티티! 모두 모이면 생긴다! 티팃!,"That Santa….when you have\n all decorations together, it will be powerful!",噗噗噗噗! 那個..不是..真的聖誕老人，是邪惡聖誕老人！\n反正我喜歡聖誕飾品! 噗噗! 噗噗!,
xmasSkyTempleScenario1,녀석은 거짓말쟁이라고! 나눠 가지자고 했으면서!!\n처음 부터 장식의 힘을 노린 거야! 분명해!,That liar! He was after decorations\n for its power from the get go.,他說謊! 他說過一起分享嘛!!\n其實一開始就想獨佔飾品的力量! 一定是這樣的!,
xmasSkyTempleScenario2,나쁜 산타클로스가 썰매에\n장식을 허겁지겁 연결하고 있다.,Evil Santa was flustered while\n connecting decorations on a sled.,邪惡的聖誕老人匆忙地把飾品裝在雪橇裡。,
xmasSkyTempleScenario3,뭐지! 네 녀석 포기하지 않은 건가!,You don't know how to give up. Do you?,什麼! 那個傢伙還沒有放棄!?,
xmasSkyTempleScenario4,뭐~좋아! 난~이제 마차에\n이 장식을 예쁘게~설치해서!,I will redecorate my sled,哼，反正都差不多裝完所有飾品了！,
xmasSkyTempleScenario5,다른 차원에 아이들의 선물을\n모조리 훔칠 거라고! 크하핫!,and steal all presents\n from children in other world!,我要繼續到異次元世界偷走禮物，\n要偷走所有所有的禮物!! 哈哈哈!,
xmasSkyTempleScenario6,산타클로스에게 모든 이야기를\n들었다고 말했다,I heard what you did from the Santa,跟你說！\n聖誕老人已經把所有的事情告訴我了！,
xmasSkyTempleScenario7,호오~! 그 바보 같은 녀석을\n구해줬단 말이지 키키킥!!!,Oh~ You rescued that fool? Hahaha!,哦? 你救了那個蠢貨吧?\n咔咔咔!!!,
xmasSkyTempleScenario8,어디~막아보시지! 정의로운 용사 양반!,Why don't you try to stop me?,那麼，好好來阻止我吧! 正義的勇士!,
xmasSkyTempleScenario10,나쁜 산타클로스가 재빠르게 도망쳤다,The evil Santa quickly ran away,邪惡的聖誕老人逃跑了。,
xmasSkyTempleScenario11,무사히 장식을 모두 돌려받았다,The decorations were safely returned,終於重新拿回所有的飾品。,
xmasSkyTempleScenario12,이제 산타클로스에게 돌아가자,Let's go back to the Santa,那麼，去聖誕老人那裡吧。,
xmasWindTempleScenario1,뭐야! 장식을 독차지하겠다는 거야! 그 녀석!?\n그 녀석! 우리를 이용해 먹고 속였어!,What? You are keeping all\n decorations to yourself? He used us!!,什麼! 要獨佔飾品!?那傢伙!!!!\n那傢伙引我們上當了!,
xmasWorldmapScenario1,신기한 음악과 함께 우스꽝스러운 옷을 입은\n 뚱뚱하고 수염이 많은 남성이 다가온다.,A fat bearded man wearing ridiculous clothes\n slowly walked towards us while eclectic music\n was playing in the background.,當我聽到一股神秘樂聲時，\n有個穿著奇怪服裝的胖子靠近了我。,
xmasWorldmapScenario2,%s인가!\n메리 크리스마스! 허허허!!,%s! Merry Christmas! Ho Ho Ho!,是%s嗎!\n聖誕節快樂! 哈哈哈!!,
xmasWorldmapScenario3,난 산타 클로스 라네! 그보다\n%s를 기다리고 있었어!,Hey! I am Santa Claus. I have been waiting for %s,我就是聖誕老人! 我一直在這裡等%s!,
xmasWorldmapScenario4,다름이 아니라 못된 괴물들이\n내 크리스마스 장식을 훔쳐갔다네!,Monsters stole my Christmas decorations!,沒什麼，只是有些怪物\n偷走了我的聖誕節飾品!,
xmasWorldmapScenario5,크리스마스 장식을 괴물에게서\n다시 가져다 주면~좋은 선물을 주지!,"If you can bring back the Christmas decorations,\n I will give you a present!",如果你能幫我把它找回來，\n我就送你一份禮物!,
xmasWorldmapScenario6,산타에게 장식을 모두 돌려주었다,All decorations were returned to Santa,把所有飾品都交給了聖誕老人。,
xmasWorldmapScenario7,고맙네! %s\n이제 돌아갈 수 있겠어!,Thank you so much!\n I can finally go back now!,謝謝你! %s\n我終於有辦法回去了!,
xmasWorldmapScenario8,산타가 자신의 선물 보따리에서\n무언가를 열심히 뒤적거린다,Santa rummaged through his present bag\n to search for something,聖誕老人伸手往禮物包裡一摸\n到底會拿出什麼東西來?,
xmasWorldmapScenario9,이건 감사의 표시라네!\n고맙네 고마워!,"Here, take this gift as a small token\n of my appreciation. Thanks again!",這是我的一點小心意!\n真的很多謝你!,
xmasWorldmapScenario10,메리 크리스마스!!\n정말 고맙네! %s,Merry Christmas!! Thank you so much! %s,聖誕節快樂!!\n謝謝! %s,
xmasWorldmapScenario11,일단 난파선에 장식을 착용한 괴물이 목격되었다고 한다,There is a rumor that a monster wearing \ndecorations has been spotted by a shipwreck,江湖謠傳，有人在遇難船看到穿上飾品的怪物。,
xmasWorldmapScenario12,난파선으로 어서 가보자,Let's check out the shipwreck!,快點去遇難船。,
xmasWorldmapScenario13,자꾸 괴물들의 이야기가 의심이 간다,I am starting to have doubts about the monster's story,我越來越懷疑怪物所說的故事。,
xmasWorldmapScenario14,하지만 개의치 않고 다음 물품을 찾도록 하자,But decided to move forward and search for the next item,先拿到下一個物品後再回來吧。,
xmasWorldmapScenario15,불의 산 쪽에 밤마다 반짝이는 괴물이 목격되었다고 한다,There is a rumor that a glittering monster\n was spotted by Fiery mountain,聞說有人在火焰山看到一隻非常閃亮的怪物。,
xmasWorldmapScenario16,어떠한 연유일까?,What is causing this?,究竟為什麼呢?,
xmasWorldmapScenario17,총 3개의 물품을 획득했다,Obtained total of 3 items,已獲得3個物品。,
xmasWorldmapScenario18,나머지는 무엇이 남아 있을까?,What else is left?,還有些什麼沒拿回來?,
xmasWorldmapScenario19,혹시 모르니 바람의 신전으로 가보자,Let's check out Windy temple just in case!,到微風神殿碰個運氣說不定會有呢！,
xmasWorldmapScenario20,나머지 물품들은 무엇이 있을까?,What items are still remaining?,還剩下些什麼?,
xmasWorldmapScenario21,우선 이 물품은 빨아둬야겠다! 냄새가 고약해!!,It smells awful. I need to wash this first!,太臭了!!快把這個物品清洗乾淨!,
xmasWorldmapScenario22,자! 나머지 물품을 어서 찾아보자!,Okay. Let's search for the remaining items.,好! 快去尋找其他的物品!,
xmasWorldmapScenario23,웬만큼 물품을 모은 것 같으나…. 무언가 부족해 보인다,"Although we have enough items,\n something seems to be missing",看來差不多收齊了…,
xmasWorldmapScenario24,나머지 한 개가 분명 어딘가에 있을 것 같다,There has to be an item somewhere around here,剩下的一個，會在哪裡呢？,
xmasWorldmapScenario25,이제 충분히 장식을 모은 것 같다,We have enough decorations now,好！收齊了！,
xmasWorldmapScenario26,희망의 숲에 있는 산타에게 슬슬 돌아가자,Let's head back towards Santa in Forest of Hope,回盼望森林找聖誕老人。,
xmasWorldmapScenario27,영~찜찜 하지만…괴물들의 이야기는 헛소리로 생각하자,I still feel uneasy about the monster's story\n but decided to ignore it,總覺得~有些古怪…應該是那些怪物亂說吧？,
xmasWorldmapScenario28,그러고 보니 불의 산 근처에서 산타를 보았다는 소문이 있다!,There is a rumor that a Santa has been\n spotted around Fiery mountain,仔細想一想，好像有人說過在火焰山附近看見聖誕老人!,
xmasWorldmapScenario29,정녕 산타가 2명인가? 어찌 된 영문인지 도통 모르겠다..,Are there two Santas? I am so confused..,果真有2個聖誕老人嗎? 真讓人摸不著頭腦…,
xmasWorldmapScenario30,진실을 알기 위해 어서 불의 산으로 가보자!!,Let's go to Fiery mountain and find out the truth!,快點去火焰山，看看到底發生怎麼回事!!,
xmasWorldmapScenario31,"신비한 빛을 발산하는 물건이다, 무엇에 쓰이는 걸까?",Mysterious light was radiating from the object. What is this for?,神秘的東西滲透著奇異的光芒，到底會是什麼呢?,
Year_End_Att_0,다이아 x180,DIAMOND x180,鑽石 x180,
Year_End_Att_1,일반 장식 뽑기권,Raffle stone(N),一般裝飾抽獎,
Year_End_Att_2,일반~레어 장식 뽑기권,Raffle stone(N~R), 稀有裝飾抽取券,
Year_End_Att_3,레어 장식 뽑기권,Raffle stone(R),稀有裝飾抽取券,
Year_End_Att_4,레어~전설 장식 뽑기권,Raffle stone(R~L),稀有~傳說裝飾抽取券,
Year_End_Att_5,10+1회 뽑기권,Raffle stone(10+1),10+1次抽取券,
Year_End_Att_6,출석완료,Attended,出席完畢,
year2016EventPresentMsg1,열혈유저를 1명 이상 구출하면 3시간 마다 드빌유저가 선물을 드려요!,Rescue 1 or more enthusiast tamer and receive rewards every 3 hours.,如果救出至少1名熱血用戶，則每3小時會有龍之村用戶送上禮物！,
year2016EventPresentMsg2,다음 선물 도착까지,Until next reward,下一個禮物到達前,
year2016EventPresentMsg3,x5 랜덤 뽑기,x5 One more draw,x5 隨機抽取,
year2016EventPresentMsg4,x10 모두 뽑기,x10 Take all,x10 全部抽取,
year2016EventPresentMsg5,다이아 5개를 사용하여 랜덤으로 한 개를 뽑으시겠습니까?,Pay 5 Diamonds to draw another reward?,是否使用5個鑽石隨機抽取1個？,
year2016EventPresentMsg6,다이아 10개를 사용하여 모두 뽑으시겠습니까?,Pay 10 Diamonds to draw all rewards?,是否使用10個鑽石全部抽取？,
year2016EventRankMsg1,GM 처치 수,GM Beaten,GM擊殺數,
year2016EventScenario_1,[%s] 도와줘!,[%s]!!!! Help!,[%s] 幫幫我！,
year2016EventScenario_2,???? (누구지?),????(Who is it?),????（是誰？）,
year2016EventScenario_3,"못된 GM이 마구잡이로 영정을 주고 있어. 빨리, 빨리 도와줘!!",Vicious GM is giving out permanant ban to everyone! Hurry! Help us now!,惡劣的GM正在胡亂封鎖帳號，快點，快來幫忙！！,
year2016EventScenario_4,(퍽!),(SPLASH!),（啪！）,
year2016EventScenario_5,아니. 버그 이용하고 그래서 영정 먹고 있는 거 아니야?,Maybe you are getting restricted because you have used bug or something!,不是因為利用錯誤才被封號的嗎？,
year2016EventScenario_6,누리 말이 맞아. 잘생긴 GM이 그냥 막 영정을 줄 리가 없어.,Nuri is right. Our handsome GM would not ban you without any reason.,諾莉說得對。帥氣GM不可能隨便亂封號。,
year2016EventScenario_7,듣고 보니 누리 말이 맞다...,Ah... sounds resonable,聽起來好像是諾莉說得對……,
year2016EventScenario_8,아... 진짜.,Oh... well..,唉...真是的。,
year2016EventScenario_9,나 5년 드빌유저인데 그냥 지우고 내일부터 다른 게임을 할까봐.,I am 5th year DV player but... I will just find another game to play then.,我玩《龍之村》已經 5 年了，乾脆刪掉，明天開始玩別的遊戲好了。,
year2016EventScenario_10,"(아니아니, 이건 아니지)",(No no... this ain't good),（不不，這樣不行）,
year2016EventScenario_11,미안해 드빌유저야. 내가 귀가 얇아서 누리 말에 홀랑 넘어갔네.,I am sorry. I was deceived by Nuri's words.,對不起，龍之村用戶。我太容易相信人了，被諾莉的話語給說服了。,
year2016EventScenario_12,그래. 아무튼 우리는 평화롭게 희망의 숲에서 탐험을 즐기고 있었어.,"Anyway, we were peacefully exploring the Forest of Hope.",對。無論如何，我們正在和平地享受在希望之森的探險。,
year2016EventScenario_13,그런데 갑자기 GM이 나타나서 사악하게 웃으며 한 명씩 영정을 주기 시작하는거야.,But suddenly GM started to laugh viciously and gave out permanent restriction one by one!,然而，突然GM出現了，邪惡地笑著開始一個個給我們發送遺像。,
year2016EventScenario_14,이대로라면 열혈유저 전체가 영정을 먹고 아무도 드빌을 못 할 수도 있어.,"If we don't stop him, everyone will get permanent restriction and no one could play Dragonvillage after all.",如果這樣下去，整個熱血用戶可能都會被送走，沒有人能再玩龍之村了。,
year2016EventScenario_15,억울한 우리들을 빨리 구해줘!,Help us now. Please protect us!,冤枉的我們，快點救救我們！,
year2016EventScenario_16,그래 지금 바로 희망의 숲으로 가보자,Alright. Let's go see what's going on.,好，現在就立刻前往希望之森！,
year2016EventSearchMsg1,다음 지역,Next Target,下一個地區,
year2016EventSearchMsg2,다음 지역을 탐색 중,Searching for next target,正在探索下一個地區,
year2016EventSearchMsg3,x2 지금 찾기,x2 Find Now,x2 現在尋找,
year2016EventSearchMsg6,다이아 2개를 사용하여 바로 찾으시겠습니까?,Pay 2 Diamonds to find target now?,是否使用 2 顆鑽石立即尋找？,
year2016EventSearchMsg7,%d명 -> %s\n%d명 -> %s\n%d명 -> %s\n%d명 -> %s\n%d명 -> %s,%d -> %s\n%d -> %s\n%d -> %s\n%d -> %s\n%d -> %s,%d 名 -> %s\n%d 名 -> %s\n%d 名 -> %s\n%d 名 -> %s\n%d 名 -> %s,
year2016EventSearchMsg4_1,열혈유저 4명을 구출할 때마다,every 4 rescues,每救出 4 名熱血玩家時,
year2016EventSearchMsg4_2,를 드려요!,will be given,會贈送！,
year2016EventSearchMsg5_1,현재 구출 수,Rescue Count,現在救出數量,
year2016EventSearchMsg5_2,%d명,%d,%d 名,
ADVENTURE_COUNT,탐험 횟수:%d,Count:%d,探索次數:%d,
POST_RECEIVE_TEXT_ALL,모든 우편의 첨부 아이템을 수령하시겠습니까?\n* 대량의 우편 수령 시 대기시간이 발생할 수 있습니다. ,Would you like to receive all attached items from your mail?\n* Processing a large number of mails may cause waiting time.,您要領取所有郵件的附件物品嗎？\n* 領取大量郵件時可能會有等待時間。,
SPIRIT_TICKET,정령 뽑기권,SPIRIT TICKET,靈魂抽卡券,
SPIRIT_PULL_HUNDRED,100회 뽑기,Draw 100,100次抽卡,
ChampBuffState_G2,조별 결승,Group\nFinal,組別決賽,
ChampBuffState_G4,조별 준결승,Group\nSemi-Final,組別準決賽,
ChampBuffState_G8,8강,Ro.8,8強,
ChampBuffState_G16,16강,Ro.16,16強,
ChampBuffState_G32,32강,Ro.32,32強,
ChampBuffState_C2,본선 결승,Championship\nFinal,本選決賽,
ChampBuffState_C4,본선 준결승,Championship\nSemi-Final,本選準決賽,
